,dept/pgm,number,course title,area,class size,date,start time,end time
944,ART HIST,350-1,19th-Century Art: Late 18th Century-1848,VI,50,TuTh,12:00,13:20
945,ART HIST,350-2,19th-Century Art: 1848-1900,VI,100,MoWeFr,09:00,09:50
946,ART HIST,360-1,20th-Century European Art,VI,20,TuTh,12:00,13:20
947,ART HIST,360-2,20th-Century European Art,VI,100,MoWe,14:00,15:20
948,ART HIST,365-1,American Art I,VI,50,TuTh,12:00,13:20
949,ART HIST,365-2,American Art II,VI,200,TuTh,13:00,14:20
950,ART HIST,370-1,Modern Architecture and Design,VI,200,TuTh,15:00,14:20
951,ART HIST,370-2,Contemporary Architecture and Design,VI,50,TuTh,15:00,14:20
952,ART HIST,372-1,Japanese Art,VI,100,MoWe,10:00,11:20
953,ART HIST,375,Media Theory; with HUM 225,VI,200,MoWeFr,08:00,08:50
954,ART HIST,378,The Global City,VI,100,TuTh,10:00,11:20
955,ART HIST,380-1,Tibetan Buddhist Art 1,VI,20,MoWe,11:00,12:20
956,ART HIST,380-2,Tibetan Buddhist Art 2,VI,200,MoWe,16:00,17:20
957,ART HIST,382-1,Chinese Painting,VI,50,TuTh,16:00,17:20
958,ART HIST,384,African American Art,VI,20,MoWeFr,14:00,14:50
959,ART HIST,385,Black Visual Culture: Race and Representation,VI,200,TuTh,12:00,13:20
960,ART HIST,386,Art of Africa,VI,50,MoWe,08:00,09:20
961,ART HIST,395,Museums,VI,200,MoWe,15:00,14:20
962,ASIAN AM,247,Asian Americans and Popular Culture,VI,200,TuTh,10:00,11:20
963,ASIAN AM,275,Introduction to Asian American Literature; with ENGLISH 275,VI,50,MoWe,13:00,14:20
964,ASIAN AM,276,Topics in Litereary and Cultural Studies,VI,20,MoWe,09:00,10:20
965,ASIAN AM,376,Advanced Topics in Litereary and Cultural Studies,VI,50,MoWeFr,15:00,15:50
966,ASIAN AM,377,The American Century in Asia,VI,100,MoWe,15:00,14:20
967,ASIAN AM,380,Studies in Arts and Performance,VI,100,TuTh,08:00,09:20
968,ASIAN LC,200,Introductory Topics in Chinese Literature and Culture,VI,20,MoWe,13:00,14:20
969,ASIAN LC,202,Introduction to Modern Chinese Literature and Culture,VI,50,MoWeFr,12:00,12:50
970,ASIAN LC,204,Modern Chinese Popular Culture I,VI,100,MoWe,14:00,15:20
971,ASIAN LC,205,Modern Chinese Popular Culture II,VI,200,MoWe,08:00,09:20
972,ASIAN LC,220,Introductory Topics in Japanese Literature and Culture,VI,20,TuTh,11:00,12:20
973,ASIAN LC,221,Introduction to Premodern Japanese Literature and Culture,VI,100,MoWeFr,16:00,16:50
974,ASIAN LC,222,Introduction to Modern Japanese Literature and Culture,VI,100,MoWeFr,16:00,16:50
975,ASIAN LC,223,Introduction to Contemporary Japanese Literature and Culture,VI,100,TuTh,14:00,15:20
976,ASIAN LC,224,"Introduction to Japanese Film, Media, and Visual Culture",VI,20,TuTh,11:00,12:20
977,ASIAN LC,240,Introductory Topics in Korean Literature and Culture,VI,100,MoWeFr,14:00,14:50
978,ASIAN LC,260,Introductory Topics in South Asian Literature and Culture,VI,50,TuTh,13:00,14:20
979,ASIAN LC,261,South Asian Popular Cultures,VI,100,TuTh,15:00,14:20
980,ASIAN LC,265,South Asian Cinemas,VI,100,MoWe,08:00,09:20
981,ASIAN LC,290,Introductory Topics in Asian Languages and Cultures,VI,100,TuTh,16:00,17:20
982,ASIAN LC,300,Advanced Topics in Chinese Literature and Culture,VI,50,TuTh,09:00,10:20
983,ASIAN LC,320,Advanced Topics in Japanese Literature and Culture,VI,20,MoWe,10:00,11:20
984,ASIAN LC,321,Advanced Topics in Premodern Japanese Literature and Culture,VI,50,MoWeFr,09:00,09:50
985,ASIAN LC,322,"Advanced Topics in Modern and Contemporary Japanese Literature
and Culture",VI,200,MoWe,08:00,09:20
986,ASIAN LC,340,Advanced Topics in Korean Literature and Culture,VI,50,TuTh,09:00,10:20
987,ASIAN LC,360,Advanced Topics in South Asian Literature and Culture,VI,20,TuTh,15:00,14:20
988,ASIAN LC,370,Literary Cultures in South Asia,VI,20,MoWe,13:00,14:20
989,ASIAN LC,373,Religious and Textural Traditions in South Asia,VI,200,MoWe,11:00,12:20
990,ASIAN LC,375,South Asian Societies,VI,50,TuTh,16:00,17:20
991,ASIAN LC,390,Advanced Topics in Asian Languages and Cultures,VI,100,MoWeFr,11:00,11:50
992,ASIAN LC,392,"Advanced Studies in Asian Film, Media, and Visual Culture",VI,50,MoWeFr,12:00,12:50
993,ASIAN LC,393,Asian Environmental Humanities,VI,50,TuTh,14:00,15:20
994,ASIAN LC,394,Space and Place in Asian Literatures and Cultures,VI,50,MoWeFr,11:00,11:50
995,ASIAN LC,395,Genre in Asian Literatures,VI,20,MoWeFr,15:00,15:50
996,CFS,398,"Field Studies in Humanities (variable credit course; 1 unit can count
toward distribution requirements)",VI,100,MoWeFr,13:00,13:50
997,CLASSICS,210,The World of Homer ;  with HUM 205,"IV,V,VI",100,MoWeFr,12:00,12:50
998,CLASSICS,211,Greek History and Culture; From Homer to Alexander the Great,"IV,V,VI",100,MoWe,10:00,11:20
999,CLASSICS,212,Rome: Culture and Empire,"IV,V,VI",20,MoWeFr,12:00,12:50
1000,CLASSICS,245,Classics and the Cinema,VI,100,TuTh,14:00,15:20
1001,CLASSICS,250,Literatures of the Ancient World,VI,50,MoWeFr,10:00,10:50
1002,CLASSICS,260,Classical Mythology,"V,VI",100,MoWeFr,16:00,16:50
1003,CLASSICS,310,Archaeology of the Ancient Mediterranean,"IV,VI",20,MoWeFr,16:00,16:50
1004,CLASSICS,340,Greek and Roman Drama,VI,20,MoWeFr,09:00,09:50
1005,CLASSICS,350,Greek and Latin Literature,VI,200,TuTh,10:00,11:20
1006,CLASSICS,380,Classical Reception Studies,"IV,VI",50,MoWe,16:00,17:20
1007,CLASSICS,397,"Exhibiting Antiquity: The Culture and Politics of Display; with ART
HIST 318 and HUM 397","IV,VI",100,MoWe,09:00,10:20
1008,COMP LIT,200,Introduction to Literary Theory,VI,50,MoWeFr,12:00,12:50
1009,COMP LIT,201,Reading World Literature,VI,20,MoWeFr,13:00,13:50
1010,COMP LIT,202,Interpreting Culture,VI,100,TuTh,10:00,11:20
1011,COMP LIT,205,Reading Difference,VI,200,TuTh,10:00,11:20
1012,COMP LIT,211,Readings in Genre,VI,50,MoWe,13:00,14:20
1013,COMP LIT,270,Literatures in Translation,VI,20,MoWeFr,13:00,13:50
1014,COMP LIT,300,Theories and Practices of Reading,VI,100,TuTh,08:00,09:20
1015,COMP LIT,301,Studies in World Literature,VI,200,MoWeFr,12:00,12:50
1016,COMP LIT,302,Reading Across Disciplines,VI,20,MoWe,11:00,12:20
1017,COMP LIT,303,Movements and Periods,VI,100,TuTh,16:00,17:20
1018,COMP LIT,305,"Studies in Film, Media & Visual Culture",VI,20,TuTh,12:00,13:20
1019,COMP LIT,306,Studies in Race and Ethnicity,VI,20,MoWeFr,08:00,08:50
1020,COMP LIT,307,"Studies in Gender, Sexuality, and Representation",VI,50,MoWeFr,12:00,12:50
1021,COMP LIT,312,Major Authors & Texts,VI,20,TuTh,11:00,12:20
1022,ENGLISH,210-1,British Literary Traditions,VI,200,TuTh,14:00,15:20
1023,ENGLISH,210-2,British Literary Traditions,VI,100,MoWeFr,14:00,14:50
1024,ENGLISH,211,Introduction to Poetry,VI,20,MoWeFr,09:00,09:50
1025,ENGLISH,212,Introduction to Drama,VI,50,MoWeFr,09:00,09:50
1026,ENGLISH,213,Introduction to Fiction,VI,200,MoWe,13:00,14:20
1027,ENGLISH,214,Introduction to Film and Its Literatures,VI,100,TuTh,09:00,10:20
1028,ENGLISH,220,The Bible as Literature,"V,VI",50,MoWeFr,11:00,11:50
1029,ENGLISH,234,Introduction to Shakespeare,VI,20,MoWeFr,09:00,09:50
1030,ENGLISH,270-1,American Literary Traditions,VI,100,MoWe,15:00,14:20
1031,ENGLISH,270-2,American Literary Traditions,VI,200,MoWe,10:00,11:20
1032,ENGLISH,273,Introduction to 20th-Century American Literature,VI,50,TuTh,10:00,11:20
1033,ENGLISH,274,Introduction to Native American and Indigenous Literatures,VI,20,MoWeFr,14:00,14:50
1034,ENGLISH,275,Introduction to Asian American Literature; with ASIAN AM 275,VI,100,MoWeFr,14:00,14:50
1035,ENGLISH,277,"Introduction to Latina and Latino Literature; with LATINO 277 and
SPANISH 277",VI,50,TuTh,14:00,15:20
1036,ENGLISH,302,History of the English Language,"IV, VI",50,MoWeFr,09:00,09:50
1037,ENGLISH,310,Studies in Literary Genres,VI,100,MoWe,09:00,10:20
1038,ENGLISH,311,Studies in Poetry,VI,50,MoWeFr,10:00,10:50
1039,ENGLISH,312,Studies in Drama,VI,200,MoWe,10:00,11:20
1040,ENGLISH,313,Studies in Fiction,VI,100,MoWeFr,15:00,15:50
1041,ENGLISH,320,Medieval English Literature,VI,20,MoWe,11:00,12:20
1042,ENGLISH,322,Medieval Drama,VI,100,MoWeFr,16:00,16:50
1043,ENGLISH,323-1,Chaucer,VI,200,MoWe,15:00,14:20
1044,ENGLISH,323-2,Chaucer,VI,200,MoWeFr,11:00,11:50
1045,ENGLISH,324,Studies in Medieval Literature,VI,200,TuTh,15:00,14:20
1046,ENGLISH,331,Renaissance Poetry,VI,100,MoWe,08:00,09:20
1047,ENGLISH,332,Renaissance Drama,VI,20,MoWe,09:00,10:20
1048,ENGLISH,333,Spenser,VI,100,TuTh,10:00,11:20
1049,ENGLISH,334-1,Shakespeare,VI,20,MoWeFr,11:00,11:50
1050,ENGLISH,334-2,Shakespeare,VI,50,MoWe,13:00,14:20
1051,ENGLISH,335,Milton,VI,50,TuTh,16:00,17:20
1052,ENGLISH,338,Studies in Renaissance Literature,VI,100,MoWe,12:00,13:20
1053,ENGLISH,339,Special Topics in Shakespeare,VI,200,MoWeFr,11:00,11:50
1054,ENGLISH,340,Restoration & 18th-Century Literature,VI,100,TuTh,11:00,12:20
1055,ENGLISH,341,Restoration & 18th-Century Poetry,VI,100,MoWeFr,09:00,09:50
1056,ENGLISH,342,Restoration & 18th-Century Drama,VI,200,MoWeFr,13:00,13:50
1057,ENGLISH,344,18th-Century Fiction,VI,50,MoWe,09:00,10:20
1058,ENGLISH,348,Studies in Restoration and 18th-Century Literature,VI,20,MoWeFr,11:00,11:50
1059,ENGLISH,350,19th-Century British Literature,VI,20,MoWeFr,12:00,12:50
1060,ENGLISH,351,Romantic Poetry,VI,100,MoWe,16:00,17:20
1061,ENGLISH,353,Studies in Romantic Literature,VI,200,MoWeFr,11:00,11:50
1062,ENGLISH,356,Victorian Poetry,VI,100,MoWe,08:00,09:20
1063,ENGLISH,357,19th-Century British Fiction,VI,20,MoWe,11:00,12:20
1064,ENGLISH,358,Dickens,VI,100,TuTh,16:00,17:20
1065,ENGLISH,359,Studies in Victorian Literature,VI,200,TuTh,08:00,09:20
1066,ENGLISH,360,20th-Century British & American Literature,VI,200,TuTh,09:00,10:20
1067,ENGLISH,361-1,20th-Century Poetry,VI,20,TuTh,13:00,14:20
1068,ENGLISH,361-2,20th-Century Poetry,VI,20,MoWe,09:00,10:20
1069,ENGLISH,363-1,20th-Century Fiction,VI,200,MoWeFr,15:00,15:50
1070,ENGLISH,363-2,20th-Century Fiction,VI,50,MoWe,16:00,17:20
1071,ENGLISH,365,Studies in Postcolonial Literature,VI,200,MoWe,16:00,17:20
1072,ENGLISH,366,Studies in African American Literature,VI,50,TuTh,15:00,14:20
1073,ENGLISH,367,Postwar British Fiction,VI,200,MoWe,13:00,14:20
1074,ENGLISH,368,Studies in 20th-Century Literature,VI,50,MoWe,09:00,10:20
1075,ENGLISH,368-SA,Studies in 20th-Century Literature,VI,20,MoWeFr,08:00,08:50
1076,ENGLISH,369,Studies in African Literature,VI,200,MoWe,12:00,13:20
1077,ENGLISH,370,American Literature before 1914,VI,100,MoWe,08:00,09:20
1078,ENGLISH,371,American Novel,VI,200,TuTh,13:00,14:20
1079,ENGLISH,372,American Poetry,VI,50,MoWeFr,08:00,08:50
1080,ENGLISH,374,Topics in Native American and Indigenous Literatures,VI,100,MoWeFr,12:00,12:50
1081,ENGLISH,375,Topics in Asian American Literature,VI,100,MoWeFr,08:00,08:50
1082,ENGLISH,377,Topics in Latina and Latino Literature,VI,20,MoWe,15:00,14:20
1083,ENGLISH,378,Studies in American Literature,VI,20,MoWe,15:00,14:20
1084,ENGLISH,381,Literature & Medicine,VI,20,MoWe,15:00,14:20
1085,ENGLISH,383,Special Topics in Theory,VI,50,MoWeFr,10:00,10:50
1086,ENGLISH,385,Topics in Combined Studies,VI,100,MoWeFr,09:00,09:50
1087,ENGLISH,386,Studies in Literature and Film,VI,200,TuTh,08:00,09:20
1088,ENGLISH,387,Studies in Literature and Commerce,VI,50,TuTh,09:00,10:20
1089,ENGLISH,388,Studies in Literature and Religion,"V,VI",20,MoWeFr,13:00,13:50
1090,FRENCH,210,Reading Literatures in French (French prereq.),VI,100,MoWeFr,11:00,11:50
1091,FRENCH,211,Reading Cultures in French (French prereq.),VI,20,MoWe,10:00,11:20
1092,FRENCH,271,Introducing the Novel (French prereq.),VI,200,MoWeFr,11:00,11:50
1093,FRENCH,272,Introducting Theatre (French prereq.),VI,50,MoWeFr,12:00,12:50
1094,FRENCH,277,French Existentialism,"V,VI",50,MoWe,11:00,12:20
1095,FRENCH,279,Theater in Translation,VI,50,MoWe,09:00,10:20
1096,FRENCH,310,The Middle Ages and Renaissance (French prereq),VI,100,MoWeFr,16:00,16:50
1097,FRENCH,322,Medieval French Narratives (French prereq),VI,100,TuTh,13:00,14:20
1098,FRENCH,333,Topics in Renaissance Literature (French prereq),VI,100,MoWe,12:00,13:20
1099,FRENCH,334,Montaigne and Modernity (French prereq),VI,200,MoWe,14:00,15:20
1100,FRENCH,335,17th-Century Literature (French prereq),VI,200,TuTh,09:00,10:20
1101,FRENCH,340,Sexual Politics and the Ancien Regime (French prereq),VI,100,TuTh,12:00,13:20
1102,FRENCH,344,Rousseau and the French Revolution (French prereq),VI,50,MoWe,16:00,17:20
1103,FRENCH,346,Studies in the Enlightenment (French prereq),VI,50,TuTh,14:00,15:20
1104,FRENCH,350,The Novel in French (French prereq),VI,100,TuTh,14:00,15:20
1105,FRENCH,355,The Invention of Modernity (French prereq),VI,100,MoWeFr,11:00,11:50
1106,FRENCH,360,"From Modernism to Postmodernism: Experiments in Narrative Form
(French prereq)",VI,50,TuTh,14:00,15:20
1107,FRENCH,362,African Literatures and Cultures (French prereq),VI,20,TuTh,08:00,09:20
1108,FRENCH,364,Caribbean Literatures and Cultures (French prereq),VI,20,MoWeFr,16:00,16:50
1109,FRENCH,365,The Maghreb and the Middle East (French prereq),VI,20,TuTh,13:00,14:20
1110,FRENCH,367,Transnational Francophone Studies (French prereq),VI,20,TuTh,11:00,12:20
1111,FRENCH,371,"Giants, Cannibals, and Critique in the Renaissance",VI,200,TuTh,15:00,14:20
1112,FRENCH,374,Proust,VI,200,MoWe,10:00,11:20
1113,FRENCH,375,French Film,VI,50,TuTh,14:00,15:20
1114,FRENCH,376,Gender and Sexuality,VI,100,MoWe,10:00,11:20
1115,FRENCH,378,Contemporary Theory,VI,20,TuTh,15:00,14:20
1116,FRENCH,379,Topics in French Literature and Culture,VI,200,MoWeFr,11:00,11:50
1117,FRENCH,380,Political and Social Thought in France (French prereq),VI,200,MoWe,08:00,09:20
1118,FRENCH,384,Women Writing in French (French prereq),VI,100,MoWe,14:00,15:20
1119,FRENCH,386,Gender and Writing (French prereq),VI,20,TuTh,10:00,11:20
1120,FRENCH,390,Topics in Literature and Culture (French prereq),VI,20,MoWe,14:00,15:20
1121,FRENCH,390-SA,Topics in Literature and Culture (French prereq),VI,50,TuTh,11:00,12:20
1122,FRENCH,395,Advanced Studies in Culture and Thought (French prereq),VI,200,TuTh,13:00,14:20
1123,GEN LA,280-6,Residence-Linked Seminar - VI,VI,20,MoWe,15:00,14:20
1124,GEN MUS,170,Introduction to Music,VI,50,MoWeFr,08:00,08:50
1125,GEN MUS,175,Selected Topics in Music Literature for Non-Majors,VI,200,MoWe,14:00,15:20
1126,GEN MUS,220,History of the Symphony,VI,100,MoWeFr,11:00,11:50
1127,GEN MUS,230,History of Opera,VI,200,TuTh,10:00,11:20
1128,GEN MUS,250,History of Rock,VI,100,TuTh,11:00,12:20
1129,GEN MUS,270-1,The Western Musical Tradition,VI,200,MoWeFr,10:00,10:50
1130,GEN MUS,270-2,The Western Musical Tradition,VI,100,TuTh,10:00,11:20
1131,GERMAN,211,German Culture through Film (German prereq),VI,100,TuTh,13:00,14:20
1132,GERMAN,221-1,Introduction to Literature: 1800-1900 (German prereq),VI,20,MoWe,09:00,10:20
1133,GERMAN,221-2,Introduction to Literature: 1900-1945 (German prereq),VI,100,MoWe,08:00,09:20
1134,GERMAN,221-3,Introduction to Literature: 1945-today (German prereq),VI,100,MoWeFr,14:00,14:50
1135,GERMAN,223,Austrian Literature (German prereq),VI,50,MoWeFr,10:00,10:50
1136,GERMAN,226,New Voices in German Literature,VI,20,MoWe,09:00,10:20
1137,GERMAN,228,German Film,VI,50,MoWe,15:00,14:20
1138,GERMAN,230,Berlin and the Culture of Democracy,"IV,VI",50,MoWe,12:00,13:20
1139,GERMAN,232,The Theme of Faust through the Ages,"V,VI",20,MoWe,16:00,17:20
1140,GERMAN,234-1,Jews & Germans: An Intercultural History I,"IV,V,VI",50,MoWeFr,13:00,13:50
1141,GERMAN,234-2,Jews & Germans: An Intercultural History II,"IV,V,VI",200,MoWe,13:00,14:20
1142,GERMAN,236,Kafka and Nietzsche,"V,VI",20,MoWeFr,11:00,11:50
1143,GERMAN,238,Turn-of-the-Century Vienna,VI,100,MoWe,16:00,17:20
1144,GERMAN,242,"Imagining Modern Jewish Culture in German and Yiddish; with JWSH
ST 242",VI,100,MoWeFr,14:00,14:50
1145,GERMAN,244,Analyzing Freud,VI,50,MoWe,10:00,11:20
1146,GERMAN,245,Special Topics in German Literature & Culture (German prereq),VI,20,MoWeFr,10:00,10:50
1147,GERMAN,266,"Introduction to Yiddish Culture: Images of the Shtetl; with JWSH ST &
YIDDISH 266",VI,200,MoWe,09:00,10:20
1148,GERMAN,321-1,"Reason, Revolution, & Despair: 1800-1900 (German prereq)","IV,VI",200,TuTh,13:00,14:20
1149,GERMAN,321-2,Myth & Modernity: 1900-1945 (German prereq),"IV,VI",50,MoWeFr,13:00,13:50
1150,GERMAN,321-3,Recoveries & Transitions: 1945 to Present (German prereq),"IV,VI",50,MoWe,11:00,12:20
1151,GERMAN,322,German Contributions to World Literature,VI,200,MoWe,16:00,17:20
1152,GERMAN,323,Rhyme and Reason in German Poetry (German prereq),VI,100,MoWeFr,16:00,16:50
1153,GERMAN,324,Modern German Drama,VI,20,TuTh,08:00,09:20
1154,GERMAN,327,German Expressionism (German prereq),VI,20,MoWe,10:00,11:20
1155,GERMAN,329,"Brecht: Theater, Film, and Media (German prereq)",VI,50,MoWe,12:00,13:20
1156,GERMAN,331,Shattered Worlds: Representation after the Shoa (German prereq),VI,20,TuTh,10:00,11:20
1157,GERMAN,333,Literature of a Divided Nation (German prereq),VI,50,MoWeFr,13:00,13:50
1158,GERMAN,334,Writers and their Critics,VI,100,MoWeFr,14:00,14:50
1159,GERMAN,335,Minority Voices in Germany (German prereq),VI,200,MoWe,10:00,11:20
1160,GERMAN,366,"Yiddish Culture and the Holocaust; with JWSH ST 366 and YIDDISH
366",VI,50,MoWe,10:00,11:20
1161,GNDR ST,231,"Gender, Sexuality, and Representation; with COMP LIT 205",VI,100,TuTh,10:00,11:20
1162,GNDR ST,350-6,Research Seminar in Gender and Sexuality Studies,VI,20,MoWe,14:00,15:20
1163,GNDR ST,361,"Gender, Sexuality, and Literature",VI,20,TuTh,12:00,13:20
1164,GNDR ST,362,"Gender, Sexuality, and Drama",VI,20,TuTh,09:00,10:20
1165,GNDR ST,363,Postcolonial Studies and Gender and Sexuality,VI,100,TuTh,15:00,14:20
1166,GNDR ST,372,"Gender, Sexuality, and Performance",VI,20,TuTh,09:00,10:20
1167,GNDR ST,373,"Gender, Sexuality, and Film",VI,20,MoWeFr,09:00,09:50
1168,GNDR ST,374,"Gender, Sexuality, and Digital Technologies",VI,50,TuTh,09:00,10:20
1169,GNDR ST,381,Queer Theory,VI,20,MoWe,08:00,09:20
1170,GNDR ST,382,"Race, Gender, and Sexuality",VI,20,MoWe,15:00,14:20
1171,GREEK,301,Readings in Greek Literature (Greek prereq.),VI,50,TuTh,11:00,12:20
1172,HEBREW,216-1,Hebrew III: Topics in Hebrew Literature (Hebrew prereq),VI,50,MoWe,12:00,13:20
1173,HEBREW,216-2,Hebrew III: Topics in Hebrew Literature (Hebrew prereq),VI,100,MoWeFr,13:00,13:50
1174,HEBREW,216-3,Hebrew III: Topics in Hebrew Literature (Hebrew prereq),VI,100,MoWe,09:00,10:20
1175,HEBREW,316-1,Hebrew IV: Advanced Topics in Hebrew Literature (Hebrew prereq),VI,100,MoWe,08:00,09:20
1176,HEBREW,316-2,Hebrew IV: Advanced Topics in Hebrew Literature (Hebrew prereq),VI,50,TuTh,13:00,14:20
1177,HEBREW,316-3,Hebrew IV: Advanced Topics in Hebrew Literature (Hebrew prereq),VI,100,TuTh,12:00,13:20
1178,HUM,205,The World of Homer ; with CLASSICS 210,"IV,V,VI",200,TuTh,11:00,12:20
1179,HUM,210,Humanities in the World I,VI,20,MoWe,09:00,10:20
1180,HUM,225,Media Theory; with ART HIST 375,VI,200,TuTh,15:00,14:20
1181,HUM,260,Humanities Explorations,"V,VI",50,TuTh,08:00,09:20
1182,HUM,310-6,Global Humanities Lab,VI,20,MoWe,16:00,17:20
1183,HUM,325-6,Humanites in the Digital Age,VI,50,MoWe,11:00,12:20
1184,HUM,370-6,Special Topics in the Humanities,VI,50,TuTh,09:00,10:20
1185,HUM,397,"Exhibiting Antiquity: The Culture and Politics of Display; with ART
HIST 318 and CLASSICS 397","IV,VI",200,TuTh,10:00,11:20
1186,ITALIAN,202,Italian through Performance (Italian prereq),VI,50,TuTh,16:00,17:20
1187,ITALIAN,204,Introduction to Italian Literature (Italian prereq),VI,50,MoWeFr,13:00,13:50
1188,ITALIAN,230,Italian Theatre and Performance,VI,100,MoWe,10:00,11:20
1189,ITALIAN,250,Topics in Italian Culture and Literature,VI,100,TuTh,14:00,15:20
1190,ITALIAN,251,Introduction to Italian Cinema,VI,50,MoWeFr,12:00,12:50
1191,ITALIAN,265,Body & Soul from Rome to the Renaissance,"IV,VI",20,MoWe,13:00,14:20
1192,ITALIAN,270,Michelangelo and the Italian Renaissance,"IV,VI",100,MoWe,15:00,14:20
1193,ITALIAN,275,Dante's Divine Comedy,VI,100,MoWe,09:00,10:20
1194,ITALIAN,277,Global Neorealism,VI,100,TuTh,09:00,10:20
1195,ITALIAN,306,Migrations (Italian prereq),VI,20,TuTh,11:00,12:20
1196,ITALIAN,310,Reading Italian Literature (Italian prereq),VI,50,MoWeFr,10:00,10:50
1197,ITALIAN,347,Italy in Art and Literature (Italian prereq),VI,20,TuTh,11:00,12:20
1198,ITALIAN,348,The Italian Novella  (Italian prereq),VI,50,MoWeFr,16:00,16:50
1199,ITALIAN,349,Topics in Italian Culture and Literature (Italian prereq),VI,20,TuTh,08:00,09:20
1200,ITALIAN,350,Advanced Topics in Italian Culture and Literature,VI,20,MoWe,08:00,09:20
1201,ITALIAN,351,Italian Film and Transnational Cinema,VI,200,MoWe,13:00,14:20
1202,ITALIAN,360,From the Avant-Garde to the Postmodern,VI,100,MoWeFr,15:00,15:50
1203,ITALIAN,374,Love and Sexuality in the Early Modern Period,VI,50,MoWeFr,12:00,12:50
1204,ITALIAN,377,Gender and Sexuality in Italian Culture,VI,200,TuTh,14:00,15:20
1205,JAPANESE,310,"Japanese IV: Special Topics in Reading Japanese Literature in Japanse
(Japanese prereq)",VI,20,TuTh,11:00,12:20
1206,JAPANESE,311-1,"Japanese IV: Reading Modern Japanese Literature in Japanese
(Japanese prereq)",VI,100,TuTh,16:00,17:20
1207,JWSH ST,242,"Imagining Modern Jewish Culture in German and Yiddish; with
GERMAN 242",VI,200,MoWeFr,15:00,15:50
1208,JWSH ST,266,"Introduction to Yiddish Culture: Images of the Shtetl; with GERMAN
266 & YIDDISH 266",VI,200,MoWeFr,15:00,15:50
1209,JWSH ST,278,Modern Hebrew Literature in Translation,VI,20,MoWeFr,09:00,09:50
1210,JWSH ST,279,Modern Jewish Literature,VI,50,MoWe,11:00,12:20
1211,JWSH ST,280-6,Topics in Israel Studies,VI,200,MoWeFr,16:00,16:50
1212,JWSH ST,350,Representing the Holocaust in Literature and Film,VI,100,MoWe,13:00,14:20
1213,JWSH ST,366,Yiddish Culture and the Holocaust; with GERMAN 366 & YIDDISH 366,VI,100,MoWeFr,14:00,14:50
1214,JWSH ST,379,Storytelling in American Jewish Literature,VI,20,MoWeFr,14:00,14:50
1215,JWSH ST,396,Topics in Modern Jewish Culture,VI,200,MoWe,12:00,13:20
1216,LATIN,310,Readings in Latin Literature (Latin prereq),VI,200,MoWeFr,12:00,12:50
1217,LATINO,203,Introduction to Latina and Latino Cultural Studies,VI,20,MoWeFr,13:00,13:50
1218,LATINO,277,"Introduction to Latina and Latino Literature; with ENGLISH 277 and
SPANISH 277",VI,100,MoWe,12:00,13:20
1219,LATINO,393,Topics in Latina and Latino Text and Representation,VI,50,TuTh,13:00,14:20
1220,MENA,200,"Making the Modern Middle East: Culture, Politics, History","III,VI",200,MoWeFr,11:00,11:50
1221,MENA,290-6,Introductory Topics in Middle East and North African Studies,VI,50,MoWeFr,10:00,10:50
1222,MENA,390-6,Advanced Topics in Middle East and North African Studies,VI,50,MoWe,14:00,15:20
1223,MUSICOL,323,Topics in Ethnomusicology,VI,50,MoWeFr,15:00,15:50
1224,MUSICOL,329,Topics in Middle Eastern Music,VI,200,MoWeFr,14:00,14:50
1225,MUSICOL,330,Russian Fairy Tale and Opera,VI,200,MoWeFr,08:00,08:50
1226,MUSICOL,331,Orientalism and Music,VI,200,MoWeFr,15:00,15:50
1227,MUSICOL,335,Selected Topics in Musicology,VI,20,MoWe,10:00,11:20
1228,MUSICOL,335-SA,Selected Topics in Musicology,VI,100,MoWeFr,14:00,14:50
1229,MUSICOL,339,Music and Gender,VI,20,TuTh,10:00,11:20
1230,MUSICOL,341,Music and the Visual Arts,VI,100,MoWeFr,10:00,10:50
1231,MUSICOL,342,Authenticity,VI,50,MoWe,13:00,14:20
1232,MUSICOL,350,Topics in Medieval Music,VI,20,MoWe,13:00,14:20
1233,MUSICOL,351,Topics in 16th Century Music,VI,100,MoWe,08:00,09:20
1234,PERF ST,103,Analysis and Performance of Literature,VI,20,TuTh,16:00,17:20
1235,PERF ST,200,Introduction to Performance Studies,VI,50,TuTh,12:00,13:20
1236,PERF ST,301,Peformance and Activism in Digital Culture,VI,20,MoWe,08:00,09:20
1237,PERF ST,303,Transnational Flows of Performance,VI,50,MoWe,09:00,10:20
1238,PERF ST,304,Sonic Practices of the Middle East and North Africa,VI,100,MoWe,10:00,11:20
1239,PERF ST,305,Performance Theory,VI,100,TuTh,08:00,09:20
1240,PHIL,280,Introduction to the Philosophy of Art,VI,100,MoWe,16:00,17:20
1241,POLISH,358-1,Polish for Advanced & Native Speakers (Polish prereq.),VI,200,MoWe,10:00,11:20
1242,POLISH,358-2,Polish for Advanced & Native Speakers (Polish prereq.),VI,200,MoWe,13:00,14:20
1243,PORT,210,"Icons, Legends, and Myths in Brazil  (may have Portuguese prereq.)","IV,VI",50,TuTh,16:00,17:20
1244,PORT,380,Contemporary Brazil: Literature and Film,VI,50,TuTh,15:00,14:20
1245,PORT,396,Topics in Lusophone Cultures,VI,200,MoWe,15:00,14:20
1246,RTVF,220,Analyzing Media Texts,VI,100,TuTh,11:00,12:20
